title,rating,id,imdbid,year
30 Days of Night,2,2130,0389722,2007
28 Weeks Later,3,2131,0463854,2007
"Visitor, The",3,2147,0857191,2007
Music and Lyrics,3,2170,0758766,2007
Arranged,3,2248,0848542,2007
Year of the dog,3,2207,0756729,2007
King of California,1,2341,0388182,2007
"Signal, The",2,2364,0780607,2007
Gone Baby Gone,3,2371,0452623,2007
Margot at the Wedding,3,2409,0757361,2007
Bratz,3,2472,0804452,2007
Hostel: Part II,3,2473,0498353,2007
Eagle vs Shark,3,2478,0494222,2007
Fracture,1,2519,0488120,2007
Young People Fucking,1,2529,0913445,2007
Charlie Wilson&#39;s War,3,2574,0472062,2007
Breach,1,2581,0401997,2007
"Condemned, The",1,2597,0443473,2007
Sword of the Stranger,3,2601,1121794,2007
Northanger Abbey,3,2604,0844794,2007
Shelter,1,2621,0942384,2007
My Blueberry Nights,3,2655,0765120,2007
Cutlass,3,2676,1107809,2007
"Man from London, The",3,2743,0415127,2007
Lars and the real Girl,3,2795,0805564,2007
Steam,3,2856,0892100,2007
In the Arms of My Enemy,0,2976,0814795,2007
"Ensemble, c&#39;est tout",3,2992,0792965,2007
I Could Never Be Your Woman,3,3012,0466839,2007
Death Defying Acts,3,3013,0472071,2007
Welcome to the Quiet Room,3,3015,0997174,2007
Eastern Promises,3,3069,0765443,2007
Beowulf,3,3086,0442933,2007
La vie en rose,3,3129,0450188,2007
Sydney White,3,3151,0815244,2007
1408,3,3206,0450385,2007
Elizabeth: The Golden Age,3,3230,0414055,2007
"Nanny Diaries, The",3,3308,0489237,2007
"Mist, The",3,3324,0884328,2007
Bridge to Terabithia,3,3333,0398808,2007
Timecrimes,0,3343,0480669,2007
"Secret, The",3,3344,0446463,2007
Salvation,1,3424,0860528,2007
Fermat&#39;s Room,0,3438,1016301,2007
Irina Palm,3,3474,0762110,2007
Gone,3,3494,0482374,2007
Black Water,3,3545,0816436,2007
La reine soleil,3,3547,0459959,2007
Negative Happy Chain Saw Edge,0,3577,1024856,2007
If I Had Known I Was a Genius,2,3604,0758753,2007
Dan in Real Life,3,3615,0480242,2007
Ballet Shoes,3,3617,1083845,2007
Inside,3,3629,0856288,2007
[Rec],3,3646,1038988,2007
Halloween,3,3655,0373883,2007
Ten Inch Hero,3,3663,0829297,2007
Caramel,2,3707,0825236,2007
Evangelion: 1.0: You Are (Not) Alone,3,3731,0923811,2007
We Are the Strange,0,3774,0923985,2007
Blades of Glory,3,3777,0445934,2007
TMNT,1,3811,0453556,2007
99 francs,1,3899,0875113,2007
Out at the Wedding,3,3935,0488023,2007
Naissance des pieuvres,3,3989,0869977,2007
Before the Devil Knows You&#39;re Dead,2,4001,0292963,2007
I Know Who Killed Me,3,4007,0897361,2007
Across the Universe,3,4028,0445922,2007
"Number 23, The",1,4029,0481369,2007
Barbie as the Island Princess,3,4040,1092053,2007
Numb,1,4044,0795439,2007
Se upp f&ouml;r d&aring;rarna,3,4060,0959342,2007
Bhool Bhulaiyaa,1,4121,0995031,2007
Fat Like Me,3,4158,0889600,2007
She&#39;s a Boy I Knew,3,4152,1095496,2007
"King of Kong: A Fistful of Quarters, The",1,4153,0923752,2007
We Own the Night,0,4162,0498399,2007
Hannibal Rising,1,4209,0367959,2007
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",3,4264,1077274,2007
Bratz: Fashion Pixiez,3,4313,2330312,2007
Because I Said So,3,4439,0490084,2007
Imprint,3,4728,0816530,2007
La torre de Suso,1,4757,0896986,2007
Whisper,2,4762,0435528,2007
Breakfast with Scot,1,4800,0910847,2007
Days and Clouds,3,4833,0887732,2007
Far North,3,4886,0860866,2007
Dark Mirror,3,4963,0486651,2007
P2,3,4984,0804516,2007
Flight of the Living Dead,3,5055,0780583,2007
Freedom Writers,3,5496,0463998,2007
"Life Before Her Eyes, The",3,5028,0815178,2007
"Messengers, The",3,5042,0425430,2007
American Zombie,3,5045,0765430,2007
"Tracey Fragments, The",3,5071,0801526,2007
Fantastic Four: Rise of the Silver Surfer,3,5075,0486576,2007
Chakde! India,3,5146,0871510,2007
Shrooms,3,5204,0492486,2007
Smiley Face,3,5245,0780608,2007
2 Days in Paris,3,5291,0841044,2007
Transmorphers,3,5328,0960835,2007
Shut em up,1,5451,0465602,2007
Gracie,3,5461,0441007,2007
Spider-Man 3,2,5483,0413300,2007
"Lust, Caution",3,5501,0808357,2007
Mataharis,3,5509,0780565,2007
"Bourne Ultimatum, The",2,5530,0440963,2007
"So, You&#39;ve Downloaded a Demon",3,5583,0348062,2007
Dead Silence,1,5628,0455760,2007
Norbit,2,5662,0477051,2007
Ex Drummer,1,5769,0812243,2007
Ha-Sodot (The Secrets),3,5930,0782867,2007
Racing Daylight,3,5995,0840363,2007
High School Musical 2 (TV Movie),3,6057,0810900,2007
Dialogue avec mon jardinier,1,6286,0825244,2007
&quot;The Backyardigans&quot; International Super Spy,2,6381,1095573,2007
Saw IV,3,6454,0890870,2007
Epic Movie,3,6577,0799949,2007
"Brothers Solomon, The",2,6578,0784972,2007
Nancy Drew,3,6603,0479500,2007
"Run, Fatboy, Run",1,6616,0425413,2007
Grandpa for Christmas,3,6617,0950740,2007
Flatland: The Movie,2,6631,0814106,2007
"Babysitters, The",3,6735,0796302,2007
Les deux mondes,2,6759,0808230,2007
I&#39;m Not There.,1,6795,0368794,2007
Shotgun Stories,3,6828,0952682,2007
Bleach Movie 2: The Diamond Dust Rebellion,2,6905,1148261,2007
Control,2,6987,0421082,2007
Awake,3,7001,0211933,2007
Lions for lambs,0,7078,0891527,2007
Las 13 rosas,3,7079,0809533,2007
&quot;Masters of Horror&quot; Right to Die,1,7121,0871197,2007
&quot;Masters of Horror&quot; We All Scream for Ice Cream,3,7125,0817402,2007
&quot;Masters of Horror&quot; The Black Cat,0,7128,0785533,2007
&quot;Masters of Horror&quot; The Washingtonians,3,7129,0854548,2007
&quot;Masters of Horror&quot; Dream Cruise,1,7131,0868394,2007
Lucky Blue,0,7140,0971205,2007
Cafe com Leite,0,7142,1166805,2007
Reine Geschmacksache,3,7153,0838192,2007
Zodiac,1,7251,0443706,2007
Meduzot,3,7349,0807721,2007
American Gangster,1,7395,0765429,2007
Bee Movie,1,7519,0389790,2007
"Last Mimzy, The",3,7556,0768212,2007
Viva,3,7584,0393956,2007
It&#39;s a Free World...,3,7711,0807054,2007
Barbie Fairytopia: Magic of the Rainbow,3,7714,1007920,2007
Cleaner,1,7773,0896798,2007
Est&ocirc;mago,0,7796,1039960,2007
"Reaping, The",3,7973,0444682,2007
Pok&eacute;mon: The Rise of Darkrai,3,8513,1226251,2007
"Water Horse, The",0,8525,0760329,2007
"Assassination of Jesse James by the Coward Robert Ford, The",1,8535,0443680,2007
Aliens vs. Predator: Requiem,3,8576,0758730,2007
Rosa: The Movie,3,8732,0997260,2007
American Pie Presents: Beta House,2,9002,0974959,2007
Underdog,1,9240,0467110,2007
"Heartbreak Kid, The",2,9247,0408839,2007
Hungry Bitches,3,9352,1765847,2007
Mr. Bean&#39;s Holiday,0,9424,0453451,2007
Ghost Rider,0,9451,0259324,2007
A Perfect Stranger,3,9476,0457433,2007
Steak,0,9627,0889665,2007
"Air I Breathe, The",3,9803,0485851,2007
Suburban Girl,2,9805,0428579,2007
David Lynch Cooks Quinoa,0,10054,8021928,2007
Christmas Is Here Again,3,10306,0762148,2007
H&auml;nde weg von Mississippi,3,10078,0943232,2007
August Rush,3,10107,0426931,2007
Under the Same Moon,3,10126,0796307,2007
National Treasure: Book of Secrets,3,10130,0465234,2007
Surfs Up,1,10203,0423294,2007
This Christmas,3,10227,0937375,2007
Chill Out Scooby Doo,3,10379,1097636,2007
Rain Shadow,2,10438,1116560,2007
City of Men,1,10878,0870090,2007
Mermaid,3,11274,0995747,2007
Boogeyman 2,3,11288,0900357,2007
Tyrannosaurus Azteca,0,11331,0925306,2007
"Comebacks, The",1,11392,0790804,2007
Starship Troopers 3: Marauder,3,1,0844760,2008
WALL-E,1,3,0910970,2008
"Bank Job, The",3,19,0200465,2008
Jumper,1,28,0489099,2008
In Bruges,1,34,0780536,2008
21,3,47,0478087,2008
"Dark Knight, The",3,66,0468569,2008
"Love Guru, The",1,60,0811138,2008
Hancock,0,61,0448157,2008
"Mutant Chronicles, The",1,65,0490181,2008
Nim&#39;s Island,3,73,0410377,2008
Get Smart,1,74,0425061,2008
Wanted,1,80,0493464,2008
Futurama: The Beast with a Billion Backs,2,81,1054485,2008
Baby Mama,3,140,0871426,2008
Birds of America,3,141,1029134,2008
Be Kind Rewind,1,145,0799934,2008
Vantage Point,3,176,0443274,2008
Iron Man,2,190,0371746,2008
What Happens In Vegas,3,191,1033643,2008
Burn After Reading,1,189,0887883,2008
Speed Racer,3,192,0811080,2008
Meet Dave,1,193,0765476,2008
Journey to the Center of the Earth,1,194,0373051,2008
"Incredible Hulk, The",1,195,0800080,2008
Appaloosa,1,196,0800308,2008
Nick and Norah&#39;s Infinite Playlist,3,197,0981227,2008
27 Dresses,3,212,0988595,2008
Hellboy II: The Golden Army,1,214,0411477,2008
Role Models,1,217,0430922,2008
Bolt,3,220,0397892,2008
Death Race,1,222,0452608,2008
Gomorra,1,233,0929425,2008
Transporter 3,0,241,1129442,2008
Milk,1,242,1013753,2008
Vicky Cristina Barcelona,3,245,0497465,2008
Slumdog Millionaire,1,251,1010048,2008
Frozen River,3,252,0978759,2008
Doubt,3,254,0918927,2008
Step Brothers,1,260,0838283,2008
Tropic Thunder,0,263,0942385,2008
"Lucky Ones, The",3,265,0981072,2008
"Reader, The",1,273,0976051,2008
Revolutionary Road,3,275,0959337,2008
Resident Evil: Degeneration,3,279,1174954,2008
"Wrestler, The",1,285,1125849,2008
Changeling,3,286,0824747,2008
"Day the Earth Stood Still, The",3,298,0970416,2008
Yes Man,1,305,1068680,2008
Inkheart,3,306,0494238,2008
Max Payne,3,309,0467197,2008
Bedtime Stories,3,310,0960731,2008
Mamma Mia!,3,316,0795421,2008
Futurama: Bender&#39;s Game,1,338,1054486,2008
Sunshine Cleaning,3,346,0862846,2008
Miss Pettigrew Lives for a Day,3,350,0970468,2008
"Women, The",3,355,0430770,2008
Blindness,3,380,0861689,2008
Pineapple Express,2,384,0910936,2008
Taken,3,428,0936501,2008
"Eye, The",3,429,0406759,2008
CJ7 (Changjiang 7 hao),1,447,0940709,2008
Eagle Eye,1,463,1059786,2008
High School Musical 3: Senior Year,3,464,0962726,2008
Quantum of Solace,1,465,0830515,2008
Gake no ue no Ponyo,3,469,0876563,2008
Flash of Genius,1,470,1054588,2008
Tinker Bell,3,473,0823671,2008
Fashion,3,492,0964516,2008
"Hurt Locker, The",1,495,0887912,2008
Rachel Getting Married,3,499,1084950,2008
Easy Virtue,3,500,0808244,2008
Twilight,3,501,1099212,2008
Gran Torino,2,502,1205489,2008
Che: Part One,1,503,0892255,2008
"Curious Case of Benjamin Button, The",3,504,0421715,2008
Ghost Town,1,513,0995039,2008
"Beaches of Agnes, The",3,523,1129435,2008
"Alphabet Killer, The",3,540,0818165,2008
Quarantine,3,541,1082868,2008
Repo! The Genetic Opera,3,542,0963194,2008
"Definitely, Maybe",3,545,0832266,2008
Franklyn,2,584,0893402,2008
L&aring;t den r&auml;tte komma in (Let the Right One In),1,668,1139797,2008
Kung Fu Panda,3,728,0441773,2008
Three wise men,1,730,1270769,2008
Kataude mashin garu,3,740,1050160,2008
Sex and the City,3,747,1000774,2008
Fanboys,0,768,0489049,2008
Ai no mukidashi,3,770,1128075,2008
Okuribito (Departures),3,819,1069238,2008
Birdemic,3,829,1316037,2008
Cloverfield,3,889,1060277,2008
Ciao,0,883,0870089,2008
"Sisterhood of the Traveling Pants 2, The",3,902,1018785,2008
Four Christmases,3,903,0369436,2008
"Secret Life of Bees, The",3,927,0416212,2008
Pontypool,0,952,1226681,2008
I&#39;ve Loved You So Long,3,985,1068649,2008
Frost/Nixon,1,990,0870111,2008
City of Ember,3,1013,0970411,2008
"House Bunny, The",3,1014,0852713,2008
Indiana Jones and the Kingdom of the Crystal Skull,1,1050,0367882,2008
My Prison Yard,3,1583,1103193,2008
"Chronicles of Narnia: Prince Caspian, The",3,1590,0499448,2008
Dim Sum Funeral,3,1548,1216477,2008
Stargate: Continuum,1,1586,0929629,2008
Happy-Go-Lucky,3,1290,1045670,2008
God&#39;s Forgotten Town,3,1178,1077084,2008
Step Up 2: The Streets,3,1104,1023481,2008
El regalo,2,1107,1305138,2008
Horton Hears a Who!,1,1142,0451079,2008
"Forbidden Kingdom, The",1,1143,0865556,2008
Marley &amp; Me,2,1144,0822832,2008
Igor,2,1161,0465502,2008
Passengers,3,1164,0449487,2008
"Gamers: Dorkness Rising, The",3,1516,0447166,2008
Mesrine: Killer Instinct,1,1443,1259014,2008
Miracle at St. Anna,2,1451,1046997,2008
Helen,3,1492,1288589,2008
RocknRolla,1,1495,1032755,2008
Lorna&#39;s Silence,3,1504,1186369,2008
Stargate: The Ark of Truth,3,1585,0942903,2008
Wild Child,3,1394,1024255,2008
Martyrs,3,1398,1029234,2008
"Synecdoche, New York",3,1616,0383028,2008
Sauna,1,1628,1124394,2008
"Other Boleyn Girl, The",3,1641,0467200,2008
"Tale of Despereaux, The",3,1674,420238,2008
Fireproof,2,1709,1129423,2008
Dance of the Dead,1,1718,0926063,2008
French Film,3,1744,0986230,2008
T&ocirc;ky&ocirc; sonata (Tokyo Sonata),1,1746,0938341,2008
Wendy and Lucy,3,1749,1152850,2008
Waltz with Bashir,0,1751,1185616,2008
Chi bi (Red Cliff),1,1757,0425637,2008
My Only Sunshine,3,1801,1370212,2008
"Sky Crawlers, The",3,1829,1056437,2008
Forgetting Sarah Marshall,3,1891,0800039,2008
Australia,2,1892,0455824,2008
Ashes of Time Redux,1,1912,0109688,2008
Killshot,1,1915,0443559,2008
Mad Money,3,2022,0951216,2008
Sut,1,2056,1284591,2008
Damn Bastard!,0,2078,1056444,2008
American Violet,3,2082,1152397,2008
S&eacute;raphine,3,2094,1048171,2008
Seven Pounds,3,2116,0814314,2008
Coco Chanel,3,2118,1094661,2008
Goodbye Solo,1,2203,1095442,2008
Bi the Way,3,2257,0951257,2008
Phoebe in Wonderland,3,2259,1034325,2008
Zombie Strippers!,3,2269,0960890,2008
Hamlet 2,3,2274,1104733,2008
Deception,1,2331,0800240,2008
What Doesn&#39;t Kill You,1,2342,1133991,2008
"Loss of a Teardrop Diamond, The",3,2357,0896031,2008
"Brothers Bloom, The",3,2424,0844286,2008
Rough Aunties,3,2460,1179080,2008
Rain,3,2461,0965440,2008
35 Shots of Rum,3,2516,1100048,2008
Everlasting Moments,3,2614,0961066,2008
Examined Life,3,2694,1279083,2008
Adulthood,2,2832,1126596,2008
Valkyrie,1,2841,0985699,2008
Bonnie &amp; Clyde vs. Dracula,3,2843,1117379,2008
Outpost,0,2858,0892899,2008
"World is Big and Salvation Lurks Around the Corner, The",1,2860,1178197,2008
Transsiberian,3,2968,0800241,2008
Merlin,3,2996,1199099,2008
One Million Yen Girl,3,3016,1077094,2008
While She Was Out,3,3020,0887971,2008
Sita Sings the Blues,1,3029,1172203,2008
"No. 1 Ladies&#39; Detective Agency, The",3,3072,1356380,2008
Day of the Dead,3,3128,0489018,2008
"Angus, Thongs and Perfect Snogging",3,3182,0963743,2008
Herb &amp; Dorothy,3,3281,1227929,2008
Barbie and the Diamond Castle,3,3288,1294138,2008
Three Kingdoms: Resurrection of the Dragon,1,3304,0882978,2008
Lion&#39;s Den,3,3381,1022606,2008
Diary of a Nymphomaniac,3,3444,1111890,2008
I Sell the Dead,1,3457,0902290,2008
"Duchess, The",3,3461,0864761,2008
Paris 36,1,3466,0948535,2008
"Edge of Love, The",3,3467,0819714,2008
La belle personne,3,3510,1263778,2008
Were the World Mine,3,3512,0476991,2008
"Strangers, The",3,3612,0482606,2008
Ghost in the Shell 2.0,3,3693,1260502,2008
Defiance,3,3711,1034303,2008
Doomsday,3,3758,0483607,2008
Management,2,3965,1082853,2008
Fly Me to the Moon,0,3998,0486321,2008
Pirates II: Stagnetti&#39;s Revenge,3,4026,1266097,2008
"Baader Meinhof Complex, The",3,4030,0765432,2008
"Welcome Home, Roscoe Jenkins",3,4046,0494652,2008
Dante 01,3,4483,0487928,2008
Older Than America,3,4730,0932669,2008
Seventh Moon,0,4767,1052040,2008
"Spirit, The",2,4805,0831887,2008
Grizzly Park,3,4812,0915460,2008
Mid-August Lunch,3,4935,1277728,2008
Miao Miao,3,4959,0984130,2008
Made of Honor,2,5007,0866439,2008
Possession,3,5048,0368563,2008
Deadgirl,0,5050,0896534,2008
Prom Night,3,5077,0926129,2008
Overcome,2,5148,2132415,2008
Princess: A Modern Fairtyale,3,5174,1052352,2008
Mirrors,1,5205,0790686,2008
Over Her Dead Body,3,5244,0785007,2008
Superhero Movie,3,5412,0426592,2008
Kenna,3,5469,1340664,2008
Bronson,1,5474,1172570,2008
"Ruins, The",3,5475,0963794,2008
Dead at 17,3,5481,1153103,2008
I Can&#39;t Think Straight,3,5584,0830570,2008
"Mummy: Tomb of the Dragon Emperor, The",3,5656,0859163,2008
Casi divas,3,5658,1049948,2008
Treeless Mountain,3,5691,1143155,2008
"Family That Preys, The",3,5703,1142798,2008
Revanche,1,5748,1173745,2008
"Chaser, The",0,5858,1190539,2008
"Secret of Moonacre, The",3,5864,0396707,2008
Nothing But the Truth,3,5904,1073241,2008
Keith,3,6059,0435679,2008
Last Chance Harvey,3,6097,1046947,2008
"Burning Plain, The",3,6262,1068641,2008
Bienvenue chez les Ch&#39;tis,2,6287,1064932,2008
Camp Rock,3,6347,1055366,2008
Skin,3,6543,0964586,2008
"X-Files: I Want to Believe, The",3,6621,0443701,2008
Clash of the Santas,3,6620,1286742,2008
Aanrijding in Moscou,3,6681,0948530,2008
Sleep Dealer,0,6688,0804529,2008
Pretty Ugly People,3,6817,0874425,2008
"10,000 BC",1,6825,0443649,2008
All about women,3,6861,1037146,2008
Sparrow,0,6863,0491044,2008
Blind Loves,2,6893,1226291,2008
Camino,3,6946,1206285,2008
La mujer sin cabeza,3,7071,1221141,2008
Etz Limon,3,7074,1172963,2008
Rambo,0,7127,0462499,2008
"Boy in the Striped Pajamas, The",3,7190,0914798,2008
"Bleach: Fade to Black, I Call Your Name",3,7210,1339302,2008
Solo Quiero Caminar,3,7381,1078600,2008
Die Welle,3,7437,1063669,2008
A Wednesday,1,7536,1280558,2008
Brideshead Revisited,1,7622,0412536,2008
Hunger,0,7641,0986233,2008
"Patrik, Age 1.5",1,7657,1067733,2008
Picture This,2,7813,1076252,2008
Dr. Horrible&#39;s Sing-Along Blog,0,8387,1227926,2008
Dead Space: Downfall,2,8503,1267379,2008
Venkovsky ucitel,1,8528,1284526,2008
TBS,1,8534,1092019,2008
Mannen som elsket Yngve,1,8536,1114723,2008
Valami Amerika 2,1,8563,1235075,2008
Bottle Shock,1,8698,0914797,2008
Disfigured,3,8706,0830535,2008
"Spiderwick Chronicles, The",0,8818,0416236,2008
Lake Mungo,1,8854,0816556,2008
iCarly: iGo to Japan,3,9196,1286124,2008
Saw V,3,9291,1132626,2008
Lakeview Terrace,3,9340,0947802,2008
Yip Man,0,9552,1220719,2008
Meet the Spartans,1,9684,1073498,2008
Never Back Down,2,10057,1023111,2008
Strange Wilderness,0,10060,0489282,2008
Star Wars: The Clone Wars,1,10150,1185834,2008
Somers Town,1,10160,1172206,2008
You Don&#146;t Mess with the Zohan,1,10311,0960144,2008
The Little Mermaid: Ariel&#39;s Beginning,3,10316,0969647,2008
Madagascar escape 2 africa,0,10668,0479952,2008
College Road Trip,1,10840,0997047,2008
Body of Lies,2,10874,0758774,2008
Fifty Dead Men Walking,2,10886,1097643,2008
Beverly Hills Chihuahua,3,10932,1014775,2008
the tale of Despereaux,1,11327,0420238,2008
Machan,1,11315,,2008
Futurama: Into the Wild Green Yonder,3,276,1054487,2009
Dead Like Me: Life After Death,3,278,1079444,2009
Thick as Thieves,1,307,1112782,2009
Adventureland,3,311,1091722,2009
Coraline,3,314,0327597,2009
17 Again,3,315,0974661,2009
Star Trek,3,324,0796366,2009
Angels &amp; Demons,0,331,0808151,2009
Up,1,334,1049413,2009
Terminator Salvation,2,344,0438488,2009
"Soloist, The",1,347,0821642,2009
Push,3,353,0465580,2009
Knowing,1,354,0448011,2009
Watchmen,3,358,0409459,2009
"Hangover, The",1,361,1119646,2009
Public Enemies,1,371,1152836,2009
Harry Potter and the Half-Blood Prince,3,375,0417741,2009
Grey Gardens,3,377,0758751,2009
Princess Protection Program,3,385,1196339,2009
Funny People,1,408,1201167,2009
Blood: The Last Vampire,3,423,0806027,2009
Julie &amp; Julia,3,427,1135503,2009
(500) Days of Summer,1,434,1022603,2009
G.I. Joe: The Rise of Cobra,1,453,1046173,2009
"Taking of Pelham 123, The",0,456,1111422,2009
Ice Age: Dawn of the Dinosaurs,1,458,1080016,2009
District 9,1,468,1136608,2009
Orphan,3,471,1148204,2009
Transformers: Revenge of the Fallen,3,477,1055369,2009
Br&uuml;no,0,480,0889583,2009
"Girl with the Dragon Tattoo, The",3,485,1132620,2009
9,0,494,0472033,2009
In the Loop,3,496,1226774,2009
Whatever Works,3,497,1178663,2009
Duplicity,2,498,1135487,2009
X-Men Origins: Wolverine,3,507,0458525,2009
Echelon Conspiracy,0,518,1124039,2009
"I Love You, Man",2,519,1155056,2009
Whip It,3,522,1172233,2009
Surrogates,1,527,0986263,2009
Zombieland,3,528,1156398,2009
"Maiden Heist, The",0,531,1107860,2009
Cloudy with a Chance of Meatballs,1,534,0844471,2009
Tsar,1,536,1424431,2009
Underworld: Rise of the Lycans,1,539,0834001,2009
Moon,1,544,1182345,2009
"Men Who Stare at Goats, The",0,548,1234548,2009
Fantastic Mr. Fox,1,550,0432283,2009
"Invention of Lying, The",2,555,1058017,2009
Inglourious Basterds,3,557,0361748,2009
"Princess and the Frog, The",3,562,0780521,2009
Ninja Assassin,1,563,1186367,2009
Up in the Air,2,578,1193138,2009
Avatar,3,582,0499549,2009
Sherlock Holmes,1,632,0988045,2009
Precious: Based on the Novel Push by Sapphire,3,633,0929632,2009
Bitch Slap,3,635,1212974,2009
"House of the Devil, The",3,641,1172994,2009
A Perfect Getaway,3,642,0971209,2009
Jennifer&#39;s Body,3,643,1131734,2009
Antichrist,0,644,0870984,2009
Drag Me to Hell,3,654,1127180,2009
Ghosted,3,665,1252595,2009
My Queen Karo,3,677,1272041,2009
Madeo,3,678,1216496,2009
Spring Breakdown,3,680,0814331,2009
Agora,1,692,1186830,2009
"Imaginarium of Doctor Parnassus, The",1,696,1054606,2009
A Single Man,1,697,1315981,2009
"Secret of Kells, The",0,703,0485601,2009
Nine,2,709,0875034,2009
Dogtooth,3,712,1379182,2009
"Road, The",1,713,0898367,2009
Helen,3,714,1012729,2009
"Lovely Bones, The",3,718,0380510,2009
Los viajes del viento,1,721,1426374,2009
Red Riding: In the Year of Our Lord 1974,1,724,1259574,2009
Capitalism: A Love Story,1,726,1232207,2009
I Love You Phillip Morris,1,757,1045772,2009
Bring It On: Fight to the Finish,3,758,1349482,2009
It&#39;s Complicated,3,771,1230414,2009
"Private Lives of Pippa Lee, The",3,774,1134629,2009
New Moon,3,780,1259571,2009
My Sister&#39;s Keeper,3,798,1078588,2009
Away We Go,3,804,1176740,2009
Soul Kitchen,1,809,1244668,2009
Lost Persons Area,1,811,1405808,2009
"Boat That Rocked, The",3,812,1131729,2009
Fish Tank,3,888,1232776,2009
An Education,3,885,1174732,2009
Bright Star,3,886,0810784,2009
Ajami,2,891,1077262,2009
Law Abiding Citizen,3,892,1197624,2009
Splice,3,900,1017460,2009
Astro Boy,3,906,0375568,2009
Daybreakers,1,910,0433362,2009
Confessions of a Shopaholic,3,915,1093908,2009
Humpday,1,922,1334537,2009
Frequently Asked Questions About Time Travel,2,932,0910554,2009
"Last Station, The",3,946,0824758,2009
Brooklyn&#39;s Finest,1,951,1210042,2009
"Human Centipede (First Sequence), The",3,978,1467304,2009
"Informant!, The",1,987,1130080,2009
Serious Moonlight,2,992,1133993,2009
Beeswax,3,996,1339268,2009
"Girl on the Train, The",3,1011,1183672,2009
Villa Amalia,3,1036,1348327,2009
Air Doll,1,1043,1371630,2009
Invictus,1,1186,1057500,2009
Chloe,3,1341,1352824,2009
White Material,3,1288,1135952,2009
Vision - Aus dem Leben der Hildegard von Bingen,3,1508,0995850,2009
"She, a Chinese",2,1410,1389374,2009
Yesterday Was a Lie,3,1557,0448182,2009
Go get some rosemary,1,1482,1426362,2009
Life During Wartime,3,1484,0808526,2009
Mr. Nobody,1,1413,0485947,2009
Planet 51,1,1421,0762125,2009
Hannah Free,3,1574,1315214,2009
Undertow,3,1577,1368491,2009
Cargo,3,1446,0381940,2009
44 Inch Chest,1,1520,0914837,2009
Nothing Personal,3,1177,1320352,2009
Youth in Revolt,1,1179,0403702,2009
All About Steve,3,1180,0881891,2009
London River,3,1214,1227787,2009
"Proposal, The",2,1282,1041829,2009
Hua Mulan,3,1286,1308138,2009
&quot;Chess in Concert&quot;,1,1111,1340768,2009
Scheherazade Tell Me a Story,3,1137,1473149,2009
"Secret in Their Eyes, The",1,1140,1305806,2009
Mother and Child,3,1162,1121977,2009
Cairo Time,3,1440,0896529,2009
Map of the Sounds of Tokyo,1,1549,1185376,2009
Exam,3,1454,1258197,2009
Cooking with Stella,3,1526,1479676,2009
Hideaway (Le refuge),3,1485,1504429,2009
Summer Wars,3,1486,1474276,2009
Brothers,3,1487,0765010,2009
"Slammin&#39; Salmon, The",3,1488,1135525,2009
"Young Victoria, The",3,1490,0962736,2009
Perrier&#39;s Bounty,0,1493,1003034,2009
"Unloved, The",3,1494,1268989,2009
"Girlfriend Experience, The",3,1479,1103982,2009
Bride Wars,3,1395,0901476,2009
Dead Snow,2,1080,1278340,2009
About Elly,3,1609,1360860,2009
Coco Chanel &amp; Igor Stravinsky,2,1634,1023441,2009
Ngai chai dor ching,2,1638,1463188,2009
2012,1,1695,1190080,2009
"Assassin Next Door, The",3,1705,1198153,2009
Survival of the Dead,1,1720,1134854,2009
"Unborn, The",3,1721,1139668,2009
"Ugly Truth, The",2,1724,1142988,2009
Thirst (Bakjwi),3,1738,0762073,2009
Case 39,3,1750,0795351,2009
A Prophet (Un Prophete),1,1756,1235166,2009
Micmacs (Micmacs &agrave; tire-larigot),3,1771,1149361,2009
"Limits of Control, The",1,1779,1135092,2009
Still waiting,3,1780,1116186,2009
Lebanon,0,1796,1483831,2009
Jaffa,3,1797,1406160,2009
Lourdes,3,1803,1405809,2009
"Police, Adjective",1,1804,1337051,2009
"Milk of Sorrow, The",3,1805,1206488,2009
"Disappearance of Alice Creed, The",0,1813,1379177,2009
Coco avant Chanel,3,1821,1035736,2009
Defendor,1,1823,1303828,2009
A Serious Man,2,1870,1019452,2009
Lesbian Vampire Killers,3,1885,1020885,2009
"Time Traveler&#39;s Wife, The",3,1909,0452694,2009
Everybody&#39;s Fine,2,1917,0780511,2009
"Scouting Book for Boys, The",2,1936,1022885,2009
Crossing Over,3,2042,0924129,2009
"Blind Side, The",2,2048,0878804,2009
Storm,3,2105,0768239,2009
"Good Guy, The",3,2109,1247662,2009
"Girl Who Kicked the Hornets&#39; Nest, The",3,2125,1343097,2009
Last Train Home,3,2126,1512201,2009
Ondine,3,2127,1235796,2009
Suck,1,2134,1323605,2009
"Girl Who Played with Fire, The",3,2149,1216487,2009
TiMER,2,2166,1179794,2009
Tournament,0,2174,0471041,2009
J&#39;ai tu&eacute; ma m&egrave;re,2,2196,1424797,2009
"Box, The",3,2239,0362478,2009
My Last Five Girlfriends,3,2258,1050002,2009
Get Low,1,2273,1194263,2009
Brief Interviews With Hideous Men,0,2304,0790627,2009
Where the Wild Things Are,1,2336,0386117,2009
Uncertainty,3,2348,1086216,2009
